frame,time_s,ball_x,ball_y,ball_w,ball_h,cross_x,cross_y
724,12.067,1266,716,22,60,1280,720
725,12.083,1268,718,22,60,1280,720
726,12.1,1268,719,22,60,1280,720
727,12.117,1267,719,22,60,1280,720
728,12.133,1265,721,22,60,1280,720
729,12.15,1263,722,22,60,1280,720
730,12.167,1263,722,22,60,1280,720
731,12.183,1265,721,22,60,1280,720
732,12.2,1268,720,22,60,1280,720
733,12.217,1274,720,22,60,1280,720
734,12.233,1277,719,22,60,1280,720
735,12.25,1277,719,22,60,1280,720
736,12.267,1276,719,22,59,1280,720
737,12.283,1274,720,22,60,1280,720
738,12.3,1272,720,22,60,1280,720
739,12.317,1272,720,22,60,1280,720
740,12.333,1273,721,22,60,1280,720
741,12.35,1273,721,22,60,1280,720
742,12.367,1273,721,22,60,1280,720
743,12.383,1274,721,22,60,1280,720
744,12.4,1273,721,22,60,1280,720
745,12.417,1272,721,22,60,1280,720
746,12.433,1272,721,22,60,1280,720
747,12.45,1273,721,22,60,1280,720
748,12.467,1274,721,22,60,1280,720
749,12.483,1276,720,22,60,1280,720
750,12.5,1278,718,22,60,1280,720
751,12.517,1278,717,22,60,1280,720
752,12.533,1278,717,22,60,1280,720
753,12.55,1277,716,22,60,1280,720
754,12.567,1276,716,23,61,1280,720
755,12.583,1276,715,22,60,1280,720
756,12.6,1276,716,22,60,1280,720
757,12.617,1276,716,22,60,1280,720
758,12.633,1277,716,22,60,1280,720
759,12.65,1278,716,22,60,1280,720
760,12.667,1278,715,22,60,1280,720
761,12.683,1279,715,22,60,1280,720
762,12.7,1280,715,22,60,1280,720
763,12.717,1283,715,22,60,1280,720
764,12.733,1287,715,22,60,1280,720
765,12.75,1290,715,22,60,1280,720
766,12.767,1291,714,22,60,1280,720
767,12.783,1292,713,22,60,1280,720
768,12.8,1292,714,22,60,1280,720
769,12.817,1293,714,22,60,1280,720
770,12.833,1292,714,22,60,1280,720
771,12.85,1292,715,22,60,1280,720
772,12.867,1291,715,22,60,1280,720
773,12.883,1291,716,22,60,1280,720
774,12.9,1290,716,22,60,1280,720
775,12.917,1289,715,22,60,1280,720
776,12.933,1288,713,22,60,1280,720
777,12.95,1287,711,22,60,1280,720
778,12.967,1285,708,22,60,1280,720
779,12.983,1284,703,22,60,1280,720
780,13.0,1282,698,22,60,1280,720
781,13.017,1280,694,22,60,1280,720
782,13.033,1278,689,22,60,1280,720
783,13.05,1277,684,22,60,1280,720
784,13.067,1275,679,22,60,1280,720
785,13.083,1274,673,22,60,1280,720
786,13.1,1272,669,22,60,1280,720
787,13.117,1270,665,22,60,1280,720
788,13.133,1269,661,22,60,1280,720
789,13.15,1269,659,22,60,1280,720
790,13.167,1270,657,22,60,1280,720
791,13.183,1273,657,22,60,1280,720
792,13.2,1275,659,22,60,1280,720
793,13.217,1277,662,22,60,1280,720
794,13.233,1278,667,22,60,1280,720
795,13.25,1276,672,22,60,1280,720
796,13.267,1275,678,22,60,1280,720
797,13.283,1273,684,22,60,1280,720
798,13.3,1272,690,22,60,1280,720
799,13.317,1270,695,22,60,1280,720
800,13.333,1269,698,22,60,1280,720
801,13.35,1268,701,22,60,1280,720
802,13.367,1268,702,22,60,1280,720
803,13.383,1268,704,22,60,1280,720
804,13.4,1268,704,22,60,1280,720
805,13.417,1269,703,22,60,1280,720
806,13.433,1271,704,22,60,1280,720
807,13.45,1274,704,22,60,1280,720
808,13.467,1277,704,22,60,1280,720
809,13.483,1279,704,22,60,1280,720
810,13.5,1281,704,22,60,1280,720
811,13.517,1282,703,22,60,1280,720
812,13.533,1282,704,22,60,1280,720
813,13.55,1281,704,22,60,1280,720
814,13.567,1278,704,22,60,1280,720
815,13.583,1278,705,22,60,1280,720
816,13.6,1277,705,22,60,1280,720
817,13.617,1277,706,22,60,1280,720
818,13.633,1276,706,22,60,1280,720
819,13.65,1275,706,22,60,1280,720
820,13.667,1275,705,22,60,1280,720
821,13.683,1276,705,22,60,1280,720
822,13.7,1276,705,22,60,1280,720
823,13.717,1278,704,22,60,1280,720
824,13.733,1279,703,22,60,1280,720
825,13.75,1281,701,22,60,1280,720
826,13.767,1282,698,22,60,1280,720
827,13.783,1281,696,22,60,1280,720
828,13.8,1280,693,22,60,1280,720
829,13.817,1278,691,22,60,1280,720
830,13.833,1277,689,22,60,1280,720
831,13.85,1276,687,22,60,1280,720
832,13.867,1276,687,22,60,1280,720
833,13.883,1276,686,22,60,1280,720
834,13.9,1276,684,22,60,1280,720
835,13.917,1275,684,22,60,1280,720
836,13.933,1274,686,22,60,1280,720
837,13.95,1274,690,22,60,1280,720
838,13.967,1274,693,22,60,1280,720
839,13.983,1274,696,22,60,1280,720
840,14.0,1274,700,22,60,1280,720
841,14.017,1275,704,22,60,1280,720
842,14.033,1275,708,22,60,1280,720
843,14.05,1274,713,22,60,1280,720
844,14.067,1274,716,22,60,1280,720
845,14.083,1274,718,22,60,1280,720
846,14.1,1276,720,22,60,1280,720
847,14.117,1277,721,22,60,1280,720
848,14.133,1279,722,22,60,1280,720
849,14.15,1280,721,22,60,1280,720
850,14.167,1280,721,22,60,1280,720
851,14.183,1281,720,22,60,1280,720
852,14.2,1282,719,22,60,1280,720
853,14.217,1286,716,23,61,1280,720
854,14.233,1288,716,22,60,1280,720
855,14.25,1290,714,22,60,1280,720
856,14.267,1289,714,22,60,1280,720
857,14.283,1288,712,22,60,1280,720
858,14.3,1287,711,22,60,1280,720
859,14.317,1280,709,22,60,1280,720
860,14.333,1276,709,22,60,1280,720
861,14.35,1270,709,22,60,1280,720
862,14.367,1264,708,22,60,1280,720
863,14.383,1258,707,22,60,1280,720
864,14.4,1252,705,22,60,1280,720
865,14.417,1247,705,22,60,1280,720
866,14.433,1243,704,22,60,1280,720
867,14.45,1241,703,22,60,1280,720
868,14.467,1240,702,22,60,1280,720
869,14.483,1238,702,22,60,1280,720
870,14.5,1237,701,22,60,1280,720
871,14.517,1236,699,22,60,1280,720
872,14.533,1236,699,22,60,1280,720
873,14.55,1237,699,22,60,1280,720
874,14.567,1239,699,22,60,1280,720
875,14.583,1243,700,22,60,1280,720
876,14.6,1246,701,22,60,1280,720
877,14.617,1249,702,22,60,1280,720
878,14.633,1251,703,22,60,1280,720
879,14.65,1255,704,22,60,1280,720
880,14.667,1257,704,22,60,1280,720
881,14.683,1258,705,22,60,1280,720
882,14.7,1258,705,22,60,1280,720
883,14.717,1258,705,22,60,1280,720
884,14.733,1257,706,22,60,1280,720
885,14.75,1256,707,22,60,1280,720
886,14.767,1257,708,22,60,1280,720
887,14.783,1259,710,22,60,1280,720
888,14.8,1260,710,22,60,1280,720
889,14.817,1263,712,22,60,1280,720
890,14.833,1266,713,22,60,1280,720
891,14.85,1270,715,22,60,1280,720
892,14.867,1273,716,22,60,1280,720
893,14.883,1275,719,22,60,1280,720
894,14.9,1277,720,22,60,1280,720
895,14.917,1279,721,22,59,1280,720
896,14.933,1281,722,22,59,1280,720
897,14.95,1281,723,22,59,1280,720
898,14.967,1281,724,22,60,1280,720
899,14.983,1282,725,22,60,1280,720
900,15.0,1281,725,22,59,1280,720
901,15.017,1278,725,22,59,1280,720
902,15.033,1274,725,22,59,1280,720
903,15.05,1272,726,22,59,1280,720
904,15.067,1271,725,22,59,1280,720
905,15.083,1271,726,22,59,1280,720
906,15.1,1272,726,22,59,1280,720
907,15.117,1272,726,22,59,1280,720
908,15.133,1271,726,22,59,1280,720
909,15.15,1271,727,22,59,1280,720
910,15.167,1271,726,22,59,1280,720
911,15.183,1272,726,22,59,1280,720
912,15.2,1273,726,22,59,1280,720
913,15.217,1273,726,22,59,1280,720
914,15.233,1273,724,22,59,1280,720
915,15.25,1273,723,22,59,1280,720
916,15.267,1272,723,22,59,1280,720
917,15.283,1271,723,22,59,1280,720
918,15.3,1271,720,22,59,1280,720
919,15.317,1273,722,22,59,1280,720
920,15.333,1273,722,22,59,1280,720
921,15.35,1273,722,22,60,1280,720
922,15.367,1274,723,22,60,1280,720
923,15.383,1275,725,22,60,1280,720
924,15.4,1275,725,22,60,1280,720
925,15.417,1275,725,22,59,1280,720
926,15.433,1275,725,22,59,1280,720
927,15.45,1276,726,22,59,1280,720
928,15.467,1277,726,22,59,1280,720
929,15.483,1276,727,22,59,1280,720
930,15.5,1277,727,22,59,1280,720
931,15.517,1277,728,22,59,1280,720
932,15.533,1277,728,22,59,1280,720
933,15.55,1277,728,22,59,1280,720
934,15.567,1277,728,22,59,1280,720
935,15.583,1277,728,22,59,1280,720
936,15.6,1279,728,22,59,1280,720
937,15.617,1282,727,22,59,1280,720
938,15.633,1285,726,22,59,1280,720
939,15.65,1288,723,22,59,1280,720
940,15.667,1290,721,22,59,1280,720
941,15.683,1292,721,22,59,1280,720
942,15.7,1295,719,22,59,1280,720
943,15.717,1298,718,22,59,1280,720
944,15.733,1301,717,22,59,1280,720
945,15.75,1303,717,22,59,1280,720
946,15.767,1306,716,22,59,1280,720
947,15.783,1308,716,22,59,1280,720
948,15.8,1308,717,22,59,1280,720
949,15.817,1307,718,22,59,1280,720
950,15.833,1304,722,22,59,1280,720
951,15.85,1301,724,22,59,1280,720
952,15.867,1297,726,22,59,1280,720
953,15.883,1293,729,22,59,1280,720
954,15.9,1291,733,22,59,1280,720
955,15.917,1288,734,22,59,1280,720
956,15.933,1286,736,22,59,1280,720
957,15.95,1284,736,22,59,1280,720
958,15.967,1283,738,22,59,1280,720
959,15.983,1281,739,22,59,1280,720
960,16.0,1278,739,22,59,1280,720
961,16.017,1276,741,22,59,1280,720
962,16.033,1275,742,22,59,1280,720
963,16.05,1273,742,22,59,1280,720
964,16.067,1271,743,22,59,1280,720
965,16.083,1270,743,22,59,1280,720
966,16.1,1269,743,22,59,1280,720
967,16.117,1268,743,22,59,1280,720
968,16.133,1267,742,22,59,1280,720
969,16.15,1266,741,22,59,1280,720
970,16.167,1266,740,22,59,1280,720
971,16.183,1267,739,22,59,1280,720
972,16.2,1268,737,22,59,1280,720
973,16.217,1269,736,22,59,1280,720
974,16.233,1269,735,22,59,1280,720
975,16.25,1270,732,22,59,1280,720
976,16.267,1272,730,22,59,1280,720
977,16.283,1273,729,22,59,1280,720
978,16.3,1273,728,22,59,1280,720
979,16.317,1273,728,22,59,1280,720
980,16.333,1273,728,22,59,1280,720
981,16.35,1273,729,22,59,1280,720
982,16.367,1273,731,22,59,1280,720
983,16.383,1274,733,22,59,1280,720
984,16.4,1276,736,22,59,1280,720
985,16.417,1278,737,22,59,1280,720
986,16.433,1279,737,22,59,1280,720
987,16.45,1279,738,22,59,1280,720
988,16.467,1280,737,22,59,1280,720
989,16.483,1280,736,22,59,1280,720
990,16.5,1280,735,22,60,1280,720
991,16.517,1280,736,22,60,1280,720
992,16.533,1280,736,22,59,1280,720
993,16.55,1278,736,22,60,1280,720
994,16.567,1278,739,22,60,1280,720
995,16.583,1276,741,22,60,1280,720
996,16.6,1275,744,22,60,1280,720
997,16.617,1274,747,22,60,1280,720
998,16.633,1272,748,22,60,1280,720
999,16.65,1271,743,22,60,1280,720
1000,16.667,1270,739,22,60,1280,720
1001,16.683,1270,733,22,60,1280,720
1002,16.7,1270,727,22,60,1280,720
1003,16.717,1271,721,22,59,1280,720
1004,16.733,1272,716,22,59,1280,720
1005,16.75,1274,712,22,59,1280,720
1006,16.767,1275,708,22,59,1280,720
1007,16.783,1276,705,22,59,1280,720
1008,16.8,1277,702,22,59,1280,720
1009,16.817,1278,700,22,59,1280,720
1010,16.833,1278,700,22,59,1280,720
1011,16.85,1279,700,22,59,1280,720
1012,16.867,1278,701,21,58,1280,720
1013,16.883,1277,704,21,58,1280,720
1014,16.9,1274,707,21,58,1280,720
1015,16.917,1273,709,22,59,1280,720
1016,16.933,1272,712,22,59,1280,720
1017,16.95,1273,714,22,59,1280,720
1018,16.967,1274,715,21,58,1280,720
1019,16.983,1278,718,21,58,1280,720
1020,17.0,1283,718,22,59,1280,720
1021,17.017,1285,719,22,59,1280,720
1022,17.033,1287,720,22,59,1280,720
1023,17.05,1288,723,22,59,1280,720
1024,17.067,1288,723,22,59,1280,720
1025,17.083,1289,725,21,58,1280,720
1026,17.1,1289,726,21,58,1280,720
1027,17.117,1290,726,22,59,1280,720
1028,17.133,1288,725,22,59,1280,720
1029,17.15,1286,726,22,59,1280,720
1030,17.167,1282,726,22,59,1280,720
1031,17.183,1280,727,22,60,1280,720
1032,17.2,1278,728,22,60,1280,720
1033,17.217,1276,728,23,61,1280,720
1034,17.233,1276,726,23,61,1280,720
1035,17.25,1276,726,23,61,1280,720
1036,17.267,1277,726,22,60,1280,720
1037,17.283,1278,726,22,60,1280,720
1038,17.3,1278,725,22,60,1280,720
1039,17.317,1277,724,23,61,1280,720
1040,17.333,1276,723,23,62,1280,720
1041,17.35,1278,723,24,64,1280,720
1042,17.367,1278,722,23,62,1280,720
1043,17.383,1283,720,24,64,1280,720
1044,17.4,1286,719,23,62,1280,720
1045,17.417,1289,718,23,61,1280,720
1046,17.433,1292,715,23,61,1280,720
1047,17.45,1290,715,23,61,1280,720
1048,17.467,1288,715,23,61,1280,720
1049,17.483,1286,715,23,61,1280,720
1050,17.5,1284,716,23,61,1280,720
1051,17.517,1282,715,23,61,1280,720
1052,17.533,1282,714,23,61,1280,720
1053,17.55,1282,714,23,61,1280,720
1054,17.567,1283,714,23,61,1280,720
1055,17.583,1282,713,23,61,1280,720
1056,17.6,1282,713,23,62,1280,720
1057,17.617,1281,714,23,61,1280,720
1058,17.633,1281,714,23,61,1280,720
1059,17.65,1281,713,23,61,1280,720
1060,17.667,1280,713,23,61,1280,720
1061,17.683,1282,713,22,60,1280,720
1062,17.7,1281,713,22,60,1280,720
1063,17.717,1282,711,23,61,1280,720
1064,17.733,1281,711,23,61,1280,720
1065,17.75,1281,710,23,61,1280,720
1066,17.767,1281,709,23,61,1280,720
1067,17.783,1283,709,22,60,1280,720
1068,17.8,1287,710,22,60,1280,720
1069,17.817,1295,709,22,60,1280,720
1070,17.833,1302,709,22,60,1280,720
1071,17.85,1307,709,22,60,1280,720
1072,17.867,1310,710,23,61,1280,720
1073,17.883,1312,711,23,61,1280,720
1074,17.9,1312,713,22,60,1280,720
1075,17.917,1310,714,23,61,1280,720
1076,17.933,1306,714,23,61,1280,720
1077,17.95,1300,714,23,61,1280,720
1078,17.967,1293,715,23,62,1280,720
1079,17.983,1284,715,23,62,1280,720
1080,18.0,1282,712,23,61,1280,720
1081,18.017,1282,711,23,61,1280,720
1082,18.033,1281,711,23,61,1280,720
1083,18.05,1270,707,23,61,1280,720
1084,18.067,1265,705,23,61,1280,720
1085,18.083,1265,705,23,61,1280,720
1086,18.1,1263,703,23,61,1280,720
1087,18.117,1261,703,23,61,1280,720
1088,18.133,1263,700,23,61,1280,720
1089,18.15,1265,700,23,61,1280,720
1090,18.167,1264,700,23,61,1280,720
1091,18.183,1267,697,23,61,1280,720
1092,18.2,1267,696,23,61,1280,720
1093,18.217,1266,695,23,61,1280,720
1094,18.233,1266,695,23,61,1280,720
1095,18.25,1263,694,23,61,1280,720
1096,18.267,1262,694,23,61,1280,720
1097,18.283,1261,694,23,61,1280,720
1098,18.3,1258,694,23,61,1280,720
1099,18.317,1257,693,23,61,1280,720
1100,18.333,1257,693,23,61,1280,720
1101,18.35,1256,694,23,61,1280,720
1102,18.367,1257,694,23,61,1280,720
1103,18.383,1257,696,23,61,1280,720
1104,18.4,1261,698,23,61,1280,720
1105,18.417,1265,699,23,61,1280,720
1106,18.433,1268,698,23,61,1280,720
1107,18.45,1271,700,23,61,1280,720
1108,18.467,1274,699,23,61,1280,720
1109,18.483,1277,699,23,61,1280,720
1110,18.5,1280,698,23,61,1280,720
1111,18.517,1282,698,23,61,1280,720
1112,18.533,1283,698,23,61,1280,720
1113,18.55,1283,698,23,61,1280,720
1114,18.567,1281,698,23,61,1280,720
1115,18.583,1281,697,23,62,1280,720
1116,18.6,1282,698,24,64,1280,720
1117,18.617,1280,698,23,62,1280,720
1118,18.633,1281,698,24,64,1280,720
1119,18.65,1278,699,24,65,1280,720
1120,18.667,1276,702,24,65,1280,720
1121,18.683,1274,704,24,65,1280,720
1122,18.7,1274,706,24,64,1280,720
1123,18.717,1274,707,24,64,1280,720
1124,18.733,1274,708,24,64,1280,720
1125,18.75,1273,711,24,64,1280,720
1126,18.767,1273,712,23,62,1280,720
1127,18.783,1275,714,24,64,1280,720
1128,18.8,1274,715,23,62,1280,720
1129,18.817,1276,715,23,61,1280,720
1130,18.833,1276,714,23,61,1280,720
1131,18.85,1278,714,22,60,1280,720
1132,18.867,1280,714,22,60,1280,720
1133,18.883,1282,714,22,60,1280,720
1134,18.9,1282,712,23,61,1280,720
1135,18.917,1283,712,23,61,1280,720
1136,18.933,1282,711,23,61,1280,720
1137,18.95,1283,712,23,61,1280,720
1138,18.967,1282,711,23,61,1280,720
1139,18.983,1282,711,23,61,1280,720
1140,19.0,1282,711,23,61,1280,720
1141,19.017,1281,711,23,61,1280,720
1142,19.033,1281,711,23,61,1280,720
1143,19.05,1281,712,23,61,1280,720
1144,19.067,1281,712,23,61,1280,720
1145,19.083,1281,712,23,61,1280,720
1146,19.1,1281,712,23,61,1280,720
1147,19.117,1281,712,23,61,1280,720
1148,19.133,1281,712,23,61,1280,720
1149,19.15,1281,712,23,61,1280,720
1150,19.167,1281,712,23,61,1280,720
1151,19.183,1281,712,23,61,1280,720
1152,19.2,1281,712,23,61,1280,720
1153,19.217,1281,712,23,61,1280,720
1154,19.233,1281,712,23,61,1280,720
1155,19.25,1281,712,23,61,1280,720
1156,19.267,1281,712,23,61,1280,720
1157,19.283,1280,712,23,61,1280,720
1158,19.3,1281,712,23,61,1280,720
1159,19.317,1280,712,23,61,1280,720
1160,19.333,1281,712,23,61,1280,720
1161,19.35,1280,712,23,61,1280,720
1162,19.367,1281,712,23,61,1280,720
1163,19.383,1280,712,23,61,1280,720
1164,19.4,1281,712,23,61,1280,720
1165,19.417,1281,712,23,61,1280,720
1166,19.433,1281,712,23,61,1280,720
1167,19.45,1280,712,23,61,1280,720
1168,19.467,1281,712,23,61,1280,720
1169,19.483,1281,712,23,61,1280,720
1170,19.5,1280,712,23,61,1280,720
1171,19.517,1281,712,23,61,1280,720
1172,19.533,1281,712,23,61,1280,720
1173,19.55,1281,712,23,61,1280,720
1174,19.567,1281,712,23,61,1280,720
1175,19.583,1282,712,23,61,1280,720
1176,19.6,1281,712,23,61,1280,720
1177,19.617,1281,712,23,61,1280,720
1178,19.633,1281,712,23,61,1280,720
1179,19.65,1281,712,23,61,1280,720
1180,19.667,1281,712,23,61,1280,720
1181,19.683,1281,712,23,61,1280,720
1182,19.7,1282,712,23,61,1280,720
1183,19.717,1281,712,23,61,1280,720
1184,19.733,1281,712,23,61,1280,720
1185,19.75,1281,712,23,61,1280,720
1186,19.767,1280,712,23,61,1280,720
1187,19.783,1281,711,23,61,1280,720
1188,19.8,1281,711,23,61,1280,720
1189,19.817,1281,711,23,61,1280,720
1190,19.833,1282,712,23,61,1280,720
1191,19.85,1281,711,23,61,1280,720
1192,19.867,1281,712,23,62,1280,720
1193,19.883,1281,713,23,61,1280,720
1194,19.9,1281,713,23,61,1280,720
1195,19.917,1282,713,23,61,1280,720
1196,19.933,1281,713,22,60,1280,720
1197,19.95,1282,712,23,61,1280,720
1198,19.967,1281,712,23,61,1280,720
1199,19.983,1281,712,23,61,1280,720
1200,20.0,1281,712,23,61,1280,720
1201,20.017,1281,712,23,61,1280,720
1202,20.033,1282,712,23,61,1280,720
1203,20.05,1281,712,23,61,1280,720
1204,20.067,1281,711,23,61,1280,720
1205,20.083,1281,713,22,60,1280,720
1206,20.1,1282,712,23,61,1280,720
1207,20.117,1282,712,23,61,1280,720
1208,20.133,1281,712,23,61,1280,720
1209,20.15,1281,712,23,61,1280,720
1210,20.167,1281,712,23,61,1280,720
1211,20.183,1281,711,23,61,1280,720
1212,20.2,1282,711,23,61,1280,720
1213,20.217,1282,713,22,60,1280,720
1214,20.233,1282,712,23,61,1280,720
1215,20.25,1282,712,23,61,1280,720
1216,20.267,1282,712,23,61,1280,720
1217,20.283,1281,712,23,61,1280,720
1218,20.3,1281,712,23,61,1280,720
1219,20.317,1281,711,23,61,1280,720
1220,20.333,1281,711,23,61,1280,720
1221,20.35,1281,712,23,61,1280,720
1222,20.367,1281,712,23,61,1280,720
1223,20.383,1281,712,23,61,1280,720
1224,20.4,1282,712,23,61,1280,720
1225,20.417,1282,712,23,61,1280,720
1226,20.433,1282,712,23,61,1280,720
1227,20.45,1283,712,23,61,1280,720
1228,20.467,1283,712,23,61,1280,720
1229,20.483,1282,712,23,61,1280,720
1230,20.5,1282,712,23,61,1280,720
1231,20.517,1282,711,23,61,1280,720
1232,20.533,1282,711,23,61,1280,720
1233,20.55,1282,711,23,61,1280,720
1234,20.567,1282,712,23,61,1280,720
1235,20.583,1281,712,23,61,1280,720
1236,20.6,1281,712,23,61,1280,720
1237,20.617,1281,712,23,61,1280,720
1238,20.633,1281,712,23,61,1280,720
1239,20.65,1281,712,23,61,1280,720
1240,20.667,1281,712,23,61,1280,720
1241,20.683,1282,712,23,61,1280,720
1242,20.7,1281,712,23,61,1280,720
1243,20.717,1281,712,23,61,1280,720
1244,20.733,1281,711,23,61,1280,720
1245,20.75,1281,712,23,62,1280,720
1246,20.767,1282,713,22,59,1280,720
1247,20.783,1281,712,23,61,1280,720
1248,20.8,1281,712,23,61,1280,720
1249,20.817,1281,712,23,61,1280,720
1250,20.833,1281,712,23,61,1280,720
1251,20.85,1281,712,23,61,1280,720
1252,20.867,1281,712,23,61,1280,720
1253,20.883,1281,712,23,61,1280,720
1254,20.9,1281,712,23,61,1280,720
1255,20.917,1281,712,23,61,1280,720
1256,20.933,1281,712,23,61,1280,720
1257,20.95,1281,712,23,61,1280,720
1258,20.967,1282,712,23,61,1280,720
1259,20.983,1282,712,23,61,1280,720
1260,21.0,1282,712,23,61,1280,720
1261,21.017,1282,712,23,61,1280,720
1262,21.033,1282,712,23,61,1280,720
1263,21.05,1281,712,23,61,1280,720
1264,21.067,1282,712,23,61,1280,720
1265,21.083,1282,712,23,61,1280,720
1266,21.1,1282,712,23,61,1280,720
1267,21.117,1282,712,23,61,1280,720
1268,21.133,1282,712,23,61,1280,720
1269,21.15,1282,712,23,61,1280,720
1270,21.167,1282,712,23,61,1280,720
1271,21.183,1282,712,23,61,1280,720
1272,21.2,1282,712,23,61,1280,720
1273,21.217,1282,712,23,61,1280,720
1274,21.233,1282,712,23,62,1280,720
1275,21.25,1283,713,22,59,1280,720
1276,21.267,1282,712,23,61,1280,720
1277,21.283,1282,712,23,61,1280,720
1278,21.3,1282,712,23,61,1280,720
1279,21.317,1282,712,23,61,1280,720
1280,21.333,1282,712,23,61,1280,720
1281,21.35,1282,712,23,61,1280,720
1282,21.367,1282,712,23,61,1280,720
1283,21.383,1282,712,23,61,1280,720
1284,21.4,1283,712,23,61,1280,720
1285,21.417,1283,712,23,61,1280,720
1286,21.433,1282,712,23,61,1280,720
1287,21.45,1282,712,23,61,1280,720
1288,21.467,1283,713,21,57,1280,720
1289,21.483,1282,712,21,55,1280,720
1290,21.5,1282,712,21,55,1280,720
1291,21.517,1282,713,21,55,1280,720
1292,21.533,1283,713,21,55,1280,720
1293,21.55,1282,713,21,55,1280,720
1294,21.567,1282,713,21,55,1280,720
1295,21.583,1282,713,21,55,1280,720
1296,21.6,1283,713,21,55,1280,720
1297,21.617,1283,714,22,60,1280,720
1298,21.633,1283,713,21,57,1280,720
1299,21.65,1282,713,21,55,1280,720
1300,21.667,1283,713,21,55,1280,720
1301,21.683,1282,713,21,55,1280,720
1302,21.7,1282,713,21,55,1280,720
1303,21.717,1282,713,21,55,1280,720
1304,21.733,1282,713,21,55,1280,720
1305,21.75,1282,714,23,61,1280,720
1306,21.767,1282,712,23,61,1280,720
1307,21.783,1282,712,23,61,1280,720
1308,21.8,1282,712,23,61,1280,720
1309,21.817,1282,712,23,61,1280,720
1310,21.833,1282,712,23,61,1280,720
1311,21.85,1282,712,23,61,1280,720
1312,21.867,1282,712,23,61,1280,720
1313,21.883,1282,712,23,61,1280,720
1314,21.9,1282,712,23,61,1280,720
1315,21.917,1282,712,23,61,1280,720
1316,21.933,1282,712,23,61,1280,720
1317,21.95,1282,712,23,61,1280,720
1318,21.967,1282,712,23,61,1280,720
1319,21.983,1282,712,23,61,1280,720
1320,22.0,1282,712,23,61,1280,720
1321,22.017,1282,711,23,61,1280,720
1322,22.033,1282,711,24,65,1280,720
1323,22.05,1282,712,23,61,1280,720
1324,22.067,1282,712,23,61,1280,720
1325,22.083,1282,712,23,61,1280,720
1326,22.1,1281,712,23,61,1280,720
1327,22.117,1281,712,23,61,1280,720
1328,22.133,1281,712,23,61,1280,720
1329,22.15,1281,712,23,61,1280,720
1330,22.167,1281,711,23,61,1280,720
1331,22.183,1281,712,24,65,1280,720
1332,22.2,1281,712,23,61,1280,720
1333,22.217,1281,712,23,61,1280,720
1334,22.233,1282,712,23,61,1280,720
1335,22.25,1282,712,23,61,1280,720
1336,22.267,1282,712,23,61,1280,720
1337,22.283,1282,712,23,61,1280,720
1338,22.3,1282,712,23,61,1280,720
1339,22.317,1282,711,23,61,1280,720
1340,22.333,1282,712,25,66,1280,720
1341,22.35,1282,712,23,61,1280,720
1342,22.367,1282,712,23,61,1280,720
1343,22.383,1282,712,23,61,1280,720
1344,22.4,1282,711,23,61,1280,720
1345,22.417,1281,711,23,61,1280,720
1346,22.433,1281,711,23,61,1280,720
1347,22.45,1281,711,23,61,1280,720
1348,22.467,1282,712,24,65,1280,720
1349,22.483,1282,712,23,61,1280,720
1350,22.5,1282,712,23,61,1280,720
1351,22.517,1282,712,23,61,1280,720
1352,22.533,1282,712,23,61,1280,720
1353,22.55,1282,712,23,61,1280,720
1354,22.567,1281,712,23,61,1280,720
1355,22.583,1282,712,23,61,1280,720
1356,22.6,1282,712,23,61,1280,720
1357,22.617,1282,712,23,61,1280,720
1358,22.633,1282,712,23,61,1280,720
1359,22.65,1282,712,23,61,1280,720
1360,22.667,1282,712,23,61,1280,720
1361,22.683,1282,712,23,61,1280,720
1362,22.7,1282,712,23,61,1280,720
1363,22.717,1283,712,23,61,1280,720
1364,22.733,1283,712,23,61,1280,720
1365,22.75,1282,712,23,61,1280,720
1366,22.767,1282,712,23,61,1280,720
1367,22.783,1282,712,23,61,1280,720
1368,22.8,1282,712,23,61,1280,720
1369,22.817,1282,712,23,61,1280,720
1370,22.833,1282,712,23,61,1280,720
1371,22.85,1281,712,23,61,1280,720
1372,22.867,1281,712,23,61,1280,720
1373,22.883,1281,712,23,61,1280,720
1374,22.9,1281,712,23,61,1280,720
1375,22.917,1281,712,23,61,1280,720
1376,22.933,1282,712,23,61,1280,720
1377,22.95,1282,712,23,61,1280,720
1378,22.967,1282,712,23,61,1280,720
1379,22.983,1282,712,23,61,1280,720
1380,23.0,1283,712,23,61,1280,720
1381,23.017,1282,712,23,61,1280,720
1382,23.033,1282,712,23,61,1280,720
1383,23.05,1283,712,23,61,1280,720
1384,23.067,1283,712,23,61,1280,720
1385,23.083,1282,712,23,61,1280,720
1386,23.1,1282,712,23,61,1280,720
1387,23.117,1282,712,23,61,1280,720
1388,23.133,1282,712,23,61,1280,720
1389,23.15,1282,712,23,61,1280,720
1390,23.167,1282,712,23,61,1280,720
1391,23.183,1282,712,23,61,1280,720
1392,23.2,1282,712,23,61,1280,720
1393,23.217,1282,712,23,61,1280,720
1394,23.233,1282,712,23,61,1280,720
1395,23.25,1282,712,23,61,1280,720
1396,23.267,1282,712,21,55,1280,720
1397,23.283,1282,713,20,54,1280,720
1398,23.3,1282,713,20,54,1280,720
1399,23.317,1283,713,20,54,1280,720
1400,23.333,1282,713,20,54,1280,720
1401,23.35,1281,714,23,62,1280,720
