frame,time_s,chunk_id,error_px,is_miss,speed_t,accel_t,speed_c,accel_c,v_rel,a_rel,cross_x,cross_y,ball_x,ball_y,ball_w,ball_h,on_target
70,1.167,0,33.607714263988385,0.0,153.86185163242249,1954.5864430284441,0.0,0.0,153.86185163242249,1954.5864430284441,1280,720,1272,688,35,95,1.0
71,1.183,0,32.35405044965563,0.0,124.47440520451067,5369.300490295634,0.0,0.0,124.47440520451067,5369.300490295634,1280,720,1273,688,34,93,1.0
72,1.2,0,31.653237395908288,0.0,37.57984696562181,2228.5714285717404,0.0,0.0,37.57984696562181,2228.5714285717404,1280,720,1275,689,34,91,1.0
73,1.217,0,31.659505097814623,0.0,5.714285714284415,3368.0370350381586,0.0,0.0,5.714285714284415,3368.0370350381586,1280,720,1276,689,34,91,1.0
74,1.233,0,31.75390775316279,0.0,57.8527335180494,2811.6376228899835,0.0,0.0,57.8527335180494,2811.6376228899835,1280,720,1276,688,34,91,1.0
75,1.25,0,32.21501600551876,0.0,103.5295481828266,727.309832077137,0.0,0.0,103.5295481828266,727.309832077137,1280,720,1275,688,34,91,1.0
76,1.267,0,33.2838408083701,0.0,107.7032961426808,766.6518779999366,0.0,0.0,107.7032961426808,766.6518779999366,1280,720,1273,688,33,89,1.0
77,1.283,0,34.30148446838265,0.0,99.67293452863805,2064.273356364536,0.0,0.0,99.67293452863805,2064.273356364536,1280,720,1272,687,33,89,1.0
78,1.3,0,35.419417660265026,0.0,68.69037302954776,3104.7034759326198,0.0,0.0,68.69037302954776,3104.7034759326198,1280,720,1270,685,34,91,1.0
79,1.317,0,36.054506481738464,0.0,78.03714447856805,1305.5611038617649,0.0,0.0,78.03714447856805,1305.5611038617649,1280,720,1269,686,34,93,1.0
80,1.333,0,35.93676734440001,0.0,95.10466844052632,2424.36610692487,0.0,0.0,95.10466844052632,2424.36610692487,1280,720,1268,686,34,93,1.0
81,1.35,0,35.60968810059027,0.0,86.47283400241717,3428.5714285709764,0.0,0.0,86.47283400241717,3428.5714285709764,1280,720,1267,687,34,93,1.0
82,1.367,0,35.99703943482806,0.0,132.91089542414895,4974.383358359008,0.0,0.0,132.91089542414895,4974.383358359008,1280,720,1265,688,34,91,1.0
83,1.383,0,36.01996171185305,0.0,186.2629258629251,3310.8356427126973,0.0,0.0,186.2629258629251,3310.8356427126973,1280,720,1263,688,34,91,1.0
84,1.4,0,35.032087655931555,0.0,217.31196422635864,6561.48315737266,0.0,0.0,217.31196422635864,6561.48315737266,1280,720,1262,689,34,91,1.0
85,1.417,0,33.41598596351496,0.0,251.68817766337207,6876.401526903926,0.0,0.0,251.68817766337207,6876.401526903926,1280,720,1259,694,34,93,1.0
86,1.433,0,30.35395874991249,0.0,263.7407508775919,7924.748112907996,0.0,0.0,263.7407508775919,7924.748112907996,1280,720,1259,699,35,95,1.0
87,1.45,0,26.27259852215928,0.0,260.611525736929,4002.0402959767307,0.0,0.0,260.611525736929,4002.0402959767307,1280,720,1260,701,35,95,1.0
88,1.467,0,21.95439511470564,0.0,278.7874620200798,1413.6362144987504,0.0,0.0,278.7874620200798,1413.6362144987504,1280,720,1265,705,35,95,1.0
89,1.483,0,17.675392531250466,0.0,260.6898227270562,4974.383358357809,0.0,0.0,260.6898227270562,4974.383358357809,1280,720,1269,707,34,93,1.0
90,1.5,0,13.76248145109055,0.0,189.19809292735806,1248.0188381620908,0.0,0.0,189.19809292735806,1248.0188381620908,1280,720,1272,708,34,93,1.0
91,1.517,0,10.820845759359358,0.0,198.03112515615717,2919.3233770160596,0.0,0.0,198.03112515615717,2919.3233770160596,1280,720,1276,710,34,91,1.0
92,1.533,0,7.758398273108454,0.0,236.05602932267934,2228.5714285716776,0.0,0.0,236.05602932267934,2228.5714285716776,1280,720,1277,713,34,93,1.0
93,1.55,0,4.19723480941346,0.0,248.57142857142992,2837.647775528301,0.0,0.0,248.57142857142992,2837.647775528301,1280,720,1279,716,34,93,1.0
94,1.567,0,3.0669032739247544,0.0,269.43629741990696,3151.6759390036946,0.0,0.0,269.43629741990696,3151.6759390036946,1280,720,1283,718,34,93,1.0
95,1.583,0,6.584700193933841,0.0,218.2864622275819,6489.426250540766,0.0,0.0,218.2864622275819,6489.426250540766,1280,720,1286,722,34,93,1.0
96,1.6,0,9.971615043510369,0.0,128.41260030996972,7902.466677680218,0.0,0.0,128.41260030996972,7902.466677680218,1280,720,1290,723,34,91,1.0
97,1.617,0,11.73420683204988,0.0,38.8613443106789,3664.724284531239,0.0,0.0,38.8613443106789,3664.724284531239,1280,720,1291,725,34,93,1.0
98,1.633,0,11.447306072894637,0.0,92.14008855198955,4839.632301768399,0.0,0.0,92.14008855198955,4839.632301768399,1280,720,1290,726,34,93,1.0
99,1.65,0,10.249163452395536,0.0,138.00325343693925,2666.802717618098,0.0,0.0,138.00325343693925,2666.802717618098,1280,720,1288,726,34,93,1.0
100,1.667,0,7.971889387602194,0.0,180.81448379766988,542.1047417422509,0.0,0.0,180.81448379766988,542.1047417422509,1280,720,1286,724,34,93,1.0
101,1.683,0,4.975449933505323,0.0,172.02277969703923,1149.9778169998135,0.0,0.0,172.02277969703923,1149.9778169998135,1280,720,1285,724,35,95,1.0
102,1.7,0,2.159196961667615,0.0,182.72316520365234,1552.3517379669652,0.0,0.0,182.72316520365234,1552.3517379669652,1280,720,1281,721,35,95,1.0
103,1.717,0,1.3075743064519452,0.0,193.35913503643542,2827.2724289943244,0.0,0.0,193.35913503643542,2827.2724289943244,1280,720,1278,720,35,95,1.0
104,1.733,0,4.253316699687908,0.0,149.9931971246522,4407.414902462536,0.0,0.0,149.9931971246522,4407.414902462536,1280,720,1277,719,36,96,1.0
105,1.75,0,6.669727188646716,0.0,90.7564581386755,2616.743575281316,0.0,0.0,90.7564581386755,2616.743575281316,1280,720,1274,717,36,96,1.0
106,1.767,0,7.978002637069992,0.0,57.42786069211989,7047.361642660263,0.0,0.0,57.42786069211989,7047.361642660263,1280,720,1273,715,36,96,1.0
107,1.783,0,8.62746234856819,0.0,107.58954505006295,4839.6323017697905,0.0,0.0,107.58954505006295,4839.6323017697905,1280,720,1273,714,37,98,1.0
108,1.8,0,7.603108327245402,0.0,180.36244688099032,2683.2815729993204,0.0,0.0,180.36244688099032,2683.2815729993204,1280,720,1276,715,37,98,1.0
109,1.817,0,5.933111667494275,0.0,220.16691256351638,2064.273356364876,0.0,0.0,220.16691256351638,2064.273356364876,1280,720,1277,714,37,98,1.0
110,1.833,0,6.025268033480515,0.0,226.94061076928185,3328.5407723908925,0.0,0.0,226.94061076928185,3328.5407723908925,1280,720,1282,714,37,98,1.0
111,1.85,0,8.48113820282519,0.0,253.62675452768488,5317.049972321746,0.0,0.0,253.62675452768488,5317.049972321746,1280,720,1286,714,37,98,1.0
112,1.867,0,12.390930045492727,0.0,198.6484948087784,3616.28967595363,0.0,0.0,198.6484948087784,3616.28967595363,1280,720,1289,712,37,98,1.0
113,1.883,0,15.701654375045338,0.0,188.67962264112532,2287.1424109918603,0.0,0.0,188.67962264112532,2287.1424109918603,1280,720,1292,710,37,98,1.0
114,1.9,0,18.727427834275023,0.0,179.9092741877917,5520.425893065575,0.0,0.0,179.9092741877917,5520.425893065575,1280,720,1294,706,37,98,1.0
115,1.917,0,21.462882583618413,0.0,209.52813848341953,8648.227375287684,0.0,0.0,209.52813848341953,8648.227375287684,1280,720,1294,705,37,98,1.0
116,1.933,0,23.923963071997406,0.0,290.825706973664,5322.574181575237,0.0,0.0,290.825706973664,5322.574181575237,1280,720,1294,701,37,98,1.0
117,1.95,0,25.980980309997648,0.0,361.9110275146793,4244.372023933293,0.0,0.0,361.9110275146793,4244.372023933293,1280,720,1293,697,36,96,1.0
118,1.967,0,28.671451902458845,0.0,364.03632920300015,484.8732213852403,0.0,0.0,364.03632920300015,484.8732213852403,1280,720,1288,692,36,96,1.0
119,1.983,0,31.347695362421007,0.0,356.05548753541666,6676.917289423321,0.0,0.0,356.05548753541666,6676.917289423321,1280,720,1281,688,36,96,1.0
120,2.0,0,34.78332673270498,0.0,245.86374192189348,3957.735901925161,0.0,0.0,245.86374192189348,3957.735901925161,1280,720,1278,686,35,95,1.0
121,2.017,0,37.67199408475742,0.0,203.47992931160113,1474.6843314926864,0.0,0.0,203.47992931160113,1474.6843314926864,1280,720,1275,683,36,96,1.0
122,2.033,0,40.6458628620486,0.0,203.84067407699672,542.1047417430275,0.0,0.0,203.84067407699672,542.1047417430275,1280,720,1272,679,36,96,1.0
123,2.05,0,43.84149971779798,0.0,212.660503610611,2381.5618267629893,0.0,0.0,212.660503610611,2381.5618267629893,1280,720,1271,678,36,96,1.0
124,2.067,0,47.21543235166027,0.0,216.03098795103318,2594.1850200724884,0.0,0.0,216.03098795103318,2594.1850200724884,1280,720,1269,674,36,96,1.0
125,2.083,0,50.7939012890649,0.0,229.3202021236669,1626.3142252290825,0.0,0.0,229.3202021236669,1626.3142252290825,1280,720,1268,671,36,96,1.0
126,2.1,0,54.4653877067802,0.0,212.58371700272394,1474.6843314926864,0.0,0.0,212.58371700272394,1474.6843314926864,1280,720,1265,667,35,95,1.0
127,2.117,0,57.78498341602273,0.0,189.39215336202383,1149.9778170005454,0.0,0.0,189.39215336202383,1149.9778170005454,1280,720,1265,664,35,95,1.0
128,2.133,0,60.802662103076315,0.0,172.96926705902908,1552.3517379661516,0.0,0.0,172.96926705902908,1552.3517379661516,1280,720,1261,663,35,95,1.0
129,2.15,0,63.60953022622408,0.0,196.81131542050696,4117.855594102767,0.0,0.0,196.81131542050696,4117.855594102767,1280,720,1260,659,35,95,1.0
130,2.167,0,66.8445416153344,0.0,178.61142409243178,7389.346992772115,0.0,0.0,178.61142409243178,7389.346992772115,1280,720,1260,657,35,95,1.0
131,2.183,0,69.76860036127916,1.0,56.13395058397104,8026.079938779445,0.0,0.0,56.13395058397104,8026.079938779445,1280,720,1258,654,34,93,0.0
132,2.2,0,70.70274076031578,1.0,78.03714447855832,8891.178843353668,0.0,0.0,78.03714447855832,8891.178843353668,1280,720,1258,652,34,93,0.0
133,2.217,0,69.40905402067774,1.0,226.05760508403768,6192.8200690925205,0.0,0.0,226.05760508403768,6192.8200690925205,1280,720,1259,653,34,93,0.0
134,2.233,0,65.64670437972006,0.0,326.52780611038645,1626.3142252292118,0.0,0.0,326.52780611038645,1626.3142252292118,1280,720,1260,658,34,93,1.0
135,2.25,0,60.207728088194386,0.0,349.28498393145946,3794.733192200416,0.0,0.0,349.28498393145946,3794.733192200416,1280,720,1262,663,34,93,1.0
136,2.267,0,54.40648637467033,0.0,349.2849839314544,1552.3517379676432,0.0,0.0,349.2849839314544,1552.3517379676432,1280,720,1263,668,34,93,1.0
137,2.283,0,48.61366044497591,0.0,362.90213444353174,2454.4836108468166,0.0,0.0,362.90213444353174,2454.4836108468166,1280,720,1265,674,34,93,1.0
138,2.3,0,42.66095306131573,0.0,323.5769472881688,2387.72370466112,0.0,0.0,323.5769472881688,2387.72370466112,1280,720,1267,679,34,93,1.0
139,2.317,0,37.42072497422217,0.0,320.45885469279443,3886.554531000362,0.0,0.0,320.45885469279443,3886.554531000362,1280,720,1272,684,34,93,1.0
140,2.333,0,32.13368475828955,0.0,347.421992418912,4525.8441539816295,0.0,0.0,347.421992418912,4525.8441539816295,1280,720,1273,689,34,93,1.0
141,2.35,0,26.345213887622634,0.0,371.4395602770101,2071.379309759344,0.0,0.0,371.4395602770101,2071.379309759344,1280,720,1273,693,34,93,1.0
142,2.367,0,20.362252213169942,0.0,340.19202260619863,2168.41896697211,0.0,0.0,340.19202260619863,2168.41896697211,1280,720,1274,701,34,93,1.0
143,2.383,0,15.12944899054061,0.0,331.73631033071433,5488.392203515051,0.0,0.0,331.73631033071433,5488.392203515051,1280,720,1274,707,35,95,1.0
144,2.4,0,10.877591436749684,0.0,295.62800673709876,1954.586443026003,0.0,0.0,295.62800673709876,1954.586443026003,1280,720,1273,712,34,93,1.0
145,2.417,0,9.754584944406508,0.0,289.1789926601153,1305.5611038619263,0.0,0.0,289.1789926601153,1305.5611038619263,1280,720,1271,715,34,93,1.0
146,2.433,0,11.389018858834657,0.0,287.5654317733929,3806.3319962004803,0.0,0.0,287.5654317733929,3806.3319962004803,1280,720,1269,721,34,93,1.0
147,2.45,0,14.24788642478922,0.0,234.02424433972396,3794.7331922024864,0.0,0.0,234.02424433972396,3794.7331922024864,1280,720,1266,725,34,93,1.0
148,2.467,0,16.89859042277333,0.0,170.78450438718255,2919.323377015339,0.0,0.0,170.78450438718255,2919.323377015339,1280,720,1265,728,34,93,1.0
